Date,Open,High,Low,Close,Adj Close,Volume
1962-08-13,4.792862,5.025494,4.792862,4.964946,1.059910,7774395
1962-08-20,4.990440,5.286807,4.990440,5.213512,1.112974,11077140
1962-08-27,5.213512,5.248566,4.933078,5.050988,1.078278,8755020
1962-09-03,5.050988,5.117909,4.856597,4.872530,1.040181,7335075
1962-09-10,4.872530,4.958572,4.811982,4.949012,1.056509,6903600
1962-09-17,4.958572,5.097196,4.786488,4.802422,1.025215,8613810
1962-09-24,4.748247,4.748247,4.442320,4.506055,0.961947,11947935
1962-10-01,4.506055,4.612811,4.337157,4.592097,0.980315,9970995
1962-10-08,4.592097,4.738687,4.486934,4.528362,0.966709,6323070
1962-10-15,4.550669,4.697259,4.435946,4.437540,0.947321,7240935
1962-10-22,4.396112,4.396112,4.104525,4.225621,0.902080,13791510
1962-10-29,4.308477,4.714786,4.308477,4.553856,0.972151,13054080
1962-11-05,4.579350,4.671765,4.528362,4.604844,0.983037,6126945
1962-11-12,4.659018,4.835883,4.659018,4.824729,1.030193,10167120
1962-11-19,4.824729,4.945825,4.741874,4.945825,1.056051,6723165
1962-11-26,4.945825,5.121096,4.926705,5.079669,1.084629,10041600
1962-12-03,5.028681,5.175271,4.974506,5.066922,1.081908,8056815
1962-12-10,5.066922,5.108349,4.913958,4.964946,1.060133,5758230
1962-12-17,4.964946,5.060548,4.862970,4.910771,1.048565,5154165
1962-12-24,4.944232,5.060548,4.944232,5.003187,1.068299,2910495
1962-12-31,5.003187,5.108349,4.898024,5.060548,1.080547,6385830
1963-01-07,5.060548,5.213512,5.009560,5.197578,1.109805,7852845
1963-01-14,5.197578,5.328235,5.188018,5.258126,1.122734,8260785
1963-01-21,5.258126,5.337795,5.207138,5.334608,1.139065,4283370
1963-01-28,5.350542,5.415870,5.328235,5.401530,1.153354,4801140
1963-02-04,5.401530,5.407903,5.321861,5.353728,1.143147,3506715
1963-02-11,5.353728,5.363289,5.267686,5.337795,1.140016,3569475
1963-02-18,5.337795,5.347355,5.175271,5.229446,1.116876,3090930
1963-02-25,5.226259,5.226259,5.063735,5.063735,1.081484,4197075
1963-03-04,5.098789,5.223072,5.098789,5.207138,1.112112,2871270
1963-03-11,5.207138,5.274060,5.191205,5.267686,1.125043,2510400
1963-03-18,5.267686,5.296367,5.207138,5.280433,1.127766,2714370
1963-03-25,5.280433,5.395156,5.270873,5.366475,1.146142,3600855
1963-04-01,5.366475,5.634162,5.321861,5.634162,1.203313,4871745
1963-04-08,5.669216,5.745698,5.570427,5.688337,1.214883,5271840
1963-04-15,5.688337,5.736138,5.602294,5.736138,1.225092,3161535
1963-04-22,5.774379,5.991077,5.774379,5.991077,1.279541,4353975
1963-04-29,5.991077,6.048438,5.889101,5.933716,1.267290,2792820
1963-05-06,5.924156,6.061185,5.831740,6.054812,1.293153,3632235
1963-05-13,6.051625,6.051625,5.943276,5.952836,1.271652,2369190
1963-05-20,5.952836,6.042065,5.889101,5.901848,1.260760,2000475
1963-05-27,5.895475,6.099426,5.838113,6.083493,1.299562,2651610
1963-06-03,6.083493,6.102613,5.962396,5.968770,1.275055,2698680
1963-06-10,5.968770,6.042065,5.889101,5.905035,1.261440,2384880
1963-06-17,5.905035,5.908222,5.739324,5.806246,1.240337,3498870
1963-06-24,5.806246,5.828553,5.506692,5.560867,1.187918,4934505
1963-07-01,5.560867,5.672403,5.430210,5.672403,1.211745,4330440
1963-07-08,5.659656,5.659656,5.500319,5.500319,1.174985,3224295
1963-07-15,5.500319,5.602294,5.455704,5.471638,1.168857,4220610
1963-07-22,5.471638,5.513066,5.420650,5.500319,1.174985,3145845
1963-07-29,5.506692,5.710644,5.481198,5.506692,1.176345,4079400
1963-08-05,5.506692,5.666029,5.500319,5.653282,1.207660,3075240
1963-08-12,5.672403,5.857234,5.672403,5.768005,1.232448,5091405
1963-08-19,5.768005,5.799873,5.691523,5.717017,1.221555,2102460
1963-08-26,5.729764,5.758445,5.602294,5.669216,1.211341,2918340
1963-09-02,5.677183,5.895475,5.677183,5.844487,1.248791,4361820
1963-09-09,5.844487,5.895475,5.793499,5.806246,1.240620,3867585
1963-09-16,5.806246,5.857234,5.704270,5.818993,1.243343,3161535
1963-09-23,5.818993,5.978330,5.697897,5.717017,1.221555,6942825
1963-09-30,5.717017,5.927342,5.697897,5.882728,1.256962,3498870
1963-10-07,5.882728,6.013384,5.863607,5.978330,1.277390,6095565
1963-10-14,5.978330,6.328872,5.978330,6.306565,1.347524,6848685
1963-10-21,6.306565,6.354366,6.156788,6.290631,1.344117,4997265
1963-10-28,6.322498,6.395793,6.169535,6.226896,1.330500,5538570
1963-11-04,6.226896,6.261950,6.080306,6.175908,1.319605,2612385
1963-11-11,6.188655,6.284257,6.159975,6.182282,1.321306,3161535
1963-11-18,6.175908,6.175908,5.876354,5.930529,1.267499,3891120
1963-11-25,5.930529,6.204589,5.917782,6.185468,1.321986,2800665
1963-12-02,6.220523,6.290631,6.156788,6.175908,1.319942,3106620
1963-12-09,6.175908,6.182282,6.035692,6.057999,1.294743,1827885
1963-12-16,6.061185,6.258764,6.061185,6.163161,1.317218,2353500
1963-12-23,6.163161,6.344806,6.147228,6.290631,1.344462,2792820
1963-12-30,6.316125,6.641173,6.316125,6.500956,1.389413,5993580
1964-01-06,6.516890,6.806883,6.469089,6.794136,1.452073,4542255
1964-01-13,6.794136,7.227533,6.755895,7.049076,1.506560,7342920
1964-01-20,7.049076,7.189293,6.908859,6.959847,1.487490,5930820
1964-01-27,6.959847,7.004461,6.679414,6.908859,1.476592,3208605
1964-02-03,6.908859,6.966221,6.806883,6.845124,1.462971,2910495
1964-02-10,6.857871,7.100064,6.857871,7.080943,1.513721,3224295
1964-02-17,7.080943,7.125558,7.004461,7.080943,1.513721,1914180
1964-02-24,7.096877,7.348630,7.096877,7.253027,1.550508,3851895
1964-03-02,7.253027,7.284895,7.087317,7.240280,1.547783,2337810
1964-03-09,7.240280,7.546208,7.202040,7.501593,1.603644,3742065
1964-03-16,7.488846,7.488846,7.310389,7.323136,1.565495,2635920
1964-03-23,7.323136,7.514340,7.291268,7.501593,1.603644,1867110
1964-03-30,7.501593,7.648184,7.501593,7.629063,1.630894,4071555
1964-04-06,7.629063,7.667304,7.444232,7.606756,1.626127,4369665
1964-04-13,7.606756,7.641810,7.409178,7.463352,1.595470,2369190
1964-04-20,7.463352,7.597196,7.383684,7.431485,1.588658,2306430
1964-04-27,7.431485,7.495220,7.268961,7.386871,1.579120,2510400
1964-05-04,7.405991,7.504780,7.405991,7.450605,1.592745,1514085
1964-05-11,7.450605,7.530274,7.431485,7.488846,1.600920,1686675
1964-05-18,7.576482,7.871256,7.456979,7.823454,1.672451,4826244
1964-05-25,7.823454,7.839388,7.584449,7.648184,1.634983,2604540
1964-06-01,7.648184,7.680051,7.345443,7.393244,1.580885,2698680
1964-06-08,7.393244,7.536648,7.345443,7.528681,1.609846,2002044
1964-06-15,7.544614,7.692001,7.544614,7.640217,1.633696,2102460
1964-06-22,7.640217,7.703952,7.608349,7.616316,1.628584,1650588
1964-06-29,7.616316,7.727852,7.600382,7.711918,1.649027,1537620
1964-07-06,7.711918,7.839388,7.688018,7.688018,1.643916,2115012
1964-07-13,7.688018,7.711918,7.496813,7.632250,1.631990,2930892
1964-07-20,7.632250,7.632250,7.389261,7.389261,1.580033,1788660
1964-07-27,7.389261,7.409178,7.329509,7.361377,1.574070,1958112
1964-08-03,7.361377,7.361377,7.042702,7.154238,1.529779,3734220
1964-08-10,7.154238,7.225940,7.082537,7.122371,1.523380,2328396
1964-08-17,7.130338,7.170172,6.867431,6.994901,1.496114,2617092
1964-08-24,6.994901,7.006851,6.779796,6.974984,1.491855,2861856
1964-08-31,6.974984,7.106437,6.955067,7.076562,1.513581,2171496
1964-09-07,7.076562,7.102454,6.771829,6.775813,1.449255,3294900
1964-09-14,6.775813,6.943117,6.564691,6.779796,1.450107,4393200
1964-09-21,6.795730,7.034736,6.779796,6.990918,1.495263,2334672
1964-09-28,6.990918,6.990918,6.811663,6.899299,1.475667,1330512
1964-10-05,6.899299,6.907266,6.747929,6.867431,1.468852,1826316
1964-10-12,6.859465,6.867431,6.692161,6.867431,1.468852,2033424
1964-10-19,6.867431,6.867431,6.708094,6.714069,1.436049,1707072
1964-10-26,6.714069,6.739962,6.612492,6.692161,1.431363,1832592
1964-11-02,6.688177,6.700127,6.644359,6.668260,1.426251,1732176
1964-11-09,6.668260,6.791746,6.664277,6.791746,1.453097,2077356
1964-11-16,6.835564,6.923199,6.660293,6.783779,1.451391,2184048
1964-11-23,6.783779,6.787763,6.588591,6.636393,1.419858,2366052
1964-11-30,6.636393,6.692161,6.485022,6.644359,1.421562,2661024
1964-12-07,6.644359,6.660293,6.485022,6.584608,1.408778,2008320
1964-12-14,6.584608,6.620459,6.500956,6.612492,1.414744,1499964
1964-12-21,6.612492,6.632409,6.548757,6.588591,1.409630,1317960
1964-12-28,6.588591,6.596558,6.524857,6.524857,1.395995,1832592
1965-01-04,6.524857,6.771829,6.437221,6.771829,1.448835,3445524
1965-01-11,6.771829,6.931166,6.708094,6.927183,1.482073,2861856
1965-01-18,6.967017,7.118388,6.967017,7.118388,1.522981,3395316
1965-01-25,7.106437,7.170172,7.042702,7.146272,1.528945,2140116
1965-02-01,7.130338,7.154238,7.046686,7.098470,1.518720,1631760
1965-02-08,7.042702,7.138305,6.963034,7.024777,1.503459,1719624
1965-02-15,7.018802,7.158222,6.771829,7.130338,1.526051,2905788
1965-02-22,7.134321,7.283700,7.134321,7.261791,1.554185,2077356
1965-03-01,7.261791,7.301625,7.138305,7.202040,1.541397,1675692
1965-03-08,7.225940,7.421128,7.225940,7.401211,1.584023,1901628
1965-03-15,7.401211,7.480880,7.353410,7.377310,1.578908,1198716
1965-03-22,7.377310,7.385277,7.154238,7.154238,1.531165,1939284
1965-03-29,7.186106,7.297642,7.186106,7.289675,1.560152,1462308
1965-04-05,7.289675,7.488846,7.265774,7.488846,1.602780,1681968
1965-04-12,7.480880,7.568515,7.429095,7.520714,1.609600,1681968
1965-04-19,7.560548,7.660134,7.560548,7.652167,1.637734,1644312
1965-04-26,7.644200,7.727852,7.600382,7.727852,1.653933,1104576
1965-05-03,7.711918,7.831421,7.648184,7.727852,1.653933,1625484
1965-05-10,7.727852,7.763703,7.584449,7.672084,1.642507,1129680
1965-05-17,7.672084,7.688018,7.468929,7.472913,1.599867,1361892
1965-05-24,7.409178,7.616316,7.329509,7.616316,1.630568,1863972
1965-05-31,7.584449,7.608349,7.417145,7.560548,1.618627,1562724
1965-06-07,7.560548,7.584449,7.217973,7.245857,1.551256,3727944
1965-06-14,7.245857,7.403203,7.130338,7.369344,1.577694,3853464
1965-06-21,7.345443,7.393244,7.118388,7.118388,1.523966,2773992
1965-06-28,7.118388,7.409178,6.971001,7.401211,1.584515,4361820
1965-07-05,7.373327,7.486855,7.269758,7.484863,1.602425,1499964
1965-07-12,7.480880,7.560548,7.377310,7.560548,1.618627,1757280
1965-07-19,7.560548,7.564532,7.333493,7.425112,1.589632,1889076
1965-07-26,7.425112,7.632250,7.353410,7.632250,1.633978,2052252
1965-08-02,7.632250,7.731836,7.556565,7.703952,1.649329,2008320
1965-08-09,7.703952,7.859305,7.676068,7.847355,1.680559,1926732
1965-08-16,7.847355,7.885198,7.767686,7.839388,1.678852,2416260
1965-08-23,7.839388,8.028601,7.823454,7.974825,1.707859,2955996
1965-08-30,7.974825,8.044535,7.934990,8.030593,1.719801,1317960
1965-09-06,8.030593,8.062460,7.934990,8.026609,1.718947,1292856
1965-09-13,8.062460,8.201880,8.062460,8.201880,1.756482,2403708
1965-09-20,8.170013,8.241714,8.094328,8.158062,1.747099,1845144
1965-09-27,8.181963,8.237731,8.018642,8.078394,1.730038,1813764
1965-10-04,8.078394,8.221797,8.062460,8.205864,1.757336,1537620
1965-10-11,8.229764,8.285532,8.166029,8.249681,1.766721,1606656
1965-10-18,8.249681,8.484704,8.237731,8.428936,1.805109,2328396
1965-10-25,8.420969,8.492670,8.333333,8.492670,1.818758,1380720
1965-11-01,8.492670,8.580306,8.448853,8.548438,1.830700,1173612
1965-11-08,8.548438,8.580306,8.468770,8.572339,1.836337,1092024
1965-11-15,8.580306,8.747610,8.580306,8.644041,1.851695,1248924
1965-11-22,8.644041,8.827279,8.508604,8.532505,1.827802,633876
1965-11-29,8.516571,8.516571,7.875239,8.070427,1.728819,4248852
1965-12-06,8.070427,8.261632,7.934990,8.253665,1.768071,2460192
1965-12-13,8.253665,8.269598,7.887189,7.942957,1.701512,4286508
1965-12-20,7.942957,8.181963,7.934990,7.950924,1.703218,1650588
1965-12-27,7.966858,8.038560,7.919057,7.950924,1.703218,1531344
1966-01-03,7.927024,7.966858,7.839388,7.931007,1.698953,1870248
1966-01-10,7.931007,7.966858,7.879222,7.903123,1.692978,1983216
1966-01-17,7.903123,7.927024,7.520714,7.823454,1.675913,4091952
1966-01-24,7.839388,8.181963,7.839388,7.919057,1.696393,4788588
1966-01-31,7.919057,7.934990,7.775653,7.927024,1.698099,2661024
1966-02-07,7.927024,8.361217,7.927024,8.361217,1.791111,2755164
1966-02-14,8.357234,8.357234,8.126195,8.166029,1.749819,1531344
1966-02-21,8.166029,8.189930,8.034576,8.158062,1.748112,1550172
1966-02-28,8.158062,8.229764,7.938974,8.038560,1.722506,2303292
1966-03-07,8.022626,8.150096,7.879222,7.966858,1.707141,2811648
1966-03-14,7.966858,8.062460,7.911090,7.950924,1.703727,1732176
1966-03-21,7.998725,8.365201,7.998725,8.365201,1.792498,1738452
1966-03-28,8.365201,8.365201,8.126195,8.301466,1.778842,1788660
1966-04-04,8.325366,8.604207,8.325366,8.604207,1.843714,1393272
1966-04-11,8.652008,8.954748,8.492670,8.811345,1.888099,2711232
1966-04-18,8.783461,8.891013,8.683875,8.843212,1.894928,1606656
1966-04-25,8.843212,8.954748,8.620140,8.883047,1.903463,1600380
1966-05-02,8.883047,8.938815,8.285532,8.452836,1.811277,1681968
1966-05-09,8.436902,8.516571,8.221797,8.269598,1.772013,2686128
1966-05-16,8.269598,8.723709,8.229764,8.622132,1.847554,2901604
1966-05-23,8.771511,8.938815,8.771511,8.867113,1.900050,3422512
1966-05-30,8.843212,8.843212,8.114245,8.209847,1.759734,2460192
1966-06-06,8.173996,8.496654,7.946941,8.341300,1.787911,3497824
1966-06-13,8.341300,8.532505,8.138145,8.532505,1.828896,3518744
1966-06-20,8.568356,8.759560,8.413002,8.484704,1.818649,3464352
1966-06-27,8.484704,8.592256,8.275574,8.472753,1.816088,2372328
1966-07-04,8.460803,8.640057,8.413002,8.538480,1.830176,1857696
1966-07-11,8.532505,8.604207,8.389101,8.556405,1.834019,1368168
1966-07-18,8.556405,8.640057,8.353250,8.472753,1.816088,995792
1966-07-25,8.472753,8.484704,8.144120,8.144120,1.745647,1468584
1966-08-01,8.144120,8.239723,7.878227,8.194909,1.756534,2196600
1966-08-08,8.194909,8.383126,8.054493,8.353250,1.790473,1435112
1966-08-15,8.353250,8.365201,7.946941,8.018642,1.719304,1840960
1966-08-22,7.988767,7.988767,7.531668,7.531668,1.614890,2828384
1966-08-29,7.445029,7.791587,7.319551,7.648184,1.639871,3782336
1966-09-05,7.648184,7.672084,7.325526,7.528681,1.614248,2309568
1966-09-12,7.528681,8.090344,7.528681,7.875239,1.688555,3271888
1966-09-19,7.875239,7.994742,7.436066,7.624283,1.634747,2037608
1966-09-26,7.624283,7.875239,7.397228,7.588432,1.627060,1719624
1966-10-03,7.588432,7.612333,6.978967,6.993905,1.499587,3836728
1966-10-10,6.993905,7.600382,6.919216,7.552581,1.619374,3857648
1966-10-17,7.552581,7.791587,7.534656,7.695985,1.650122,2025056
1966-10-24,7.695985,8.003705,7.648184,8.003705,1.716101,1924640
1966-10-31,8.000717,8.317400,7.791587,8.281549,1.775673,2928800
1966-11-07,8.281549,8.472753,8.269598,8.413002,1.804434,1916272
1966-11-14,8.377151,8.604207,8.293499,8.484704,1.819813,2158944
1966-11-21,8.448853,8.759560,8.245698,8.753585,1.877484,1983216
1966-11-28,8.759560,9.016491,8.735660,8.771511,1.881330,3200760
1966-12-05,8.771511,9.177820,8.729685,8.998566,1.930028,2012504
1966-12-12,8.998566,9.225621,8.807361,8.873088,1.903116,1786568
1966-12-19,8.873088,8.986616,8.747610,8.783461,1.883893,1439296
1966-12-26,8.771511,8.914914,8.675908,8.879063,1.904399,836800
1967-01-02,8.879063,9.046367,8.663958,9.034417,1.937717,1623392
1967-01-09,9.058317,9.488528,9.058317,9.476577,2.032554,3347200
1967-01-16,9.416826,9.416826,9.118069,9.321224,1.999232,2493664
1967-01-23,9.351099,9.608031,9.351099,9.596080,2.058183,2518768
1967-01-30,9.596080,9.703633,9.333174,9.536329,2.045367,2292832
1967-02-06,9.536329,9.966539,9.500478,9.894837,2.122262,1313776
1967-02-13,9.894837,10.402725,9.870937,10.148781,2.177330,1912088
1967-02-20,10.121893,10.253346,9.978489,10.157744,2.179253,1853512
1967-02-27,10.121893,10.635755,9.942639,10.516252,2.256166,2363960
1967-03-06,10.516252,10.755258,10.325048,10.522228,2.257447,1615024
1967-03-13,10.522228,10.761233,10.396750,10.761233,2.308723,1577368
1967-03-20,10.761233,10.898662,10.552103,10.886711,2.335644,1259384
1967-03-27,10.904637,11.018164,10.779159,10.779159,2.312570,1405824
1967-04-03,10.695507,10.910612,10.444551,10.674594,2.290137,1661048
1967-04-10,10.635755,10.970363,10.510277,10.958413,2.351027,2054344
1967-04-17,10.958413,11.251195,10.946463,11.185468,2.399740,2506216
1967-04-24,11.185468,11.926386,11.137667,11.866635,2.545879,2384880
1967-05-01,11.591778,11.591778,11.400574,11.484226,2.463837,1644312
1967-05-08,11.484226,11.514101,10.946463,11.173518,2.397707,3096160
1967-05-15,11.173518,11.400574,11.089866,11.281071,2.420788,1468584
1967-05-22,11.281071,11.376673,11.113767,11.233270,2.410529,1828408
1967-05-29,11.233270,11.424474,11.077916,11.209369,2.405400,1334696
1967-06-05,11.209369,11.615679,11.077916,11.615679,2.492590,2158944
1967-06-12,11.639579,11.986138,11.639579,11.938337,2.561830,3075240
1967-06-19,11.938337,11.998088,11.818834,11.998088,2.574649,2004136
1967-06-26,12.141491,12.213193,11.806883,11.890535,2.551570,1958112
1967-07-03,11.890535,12.021989,11.878585,11.986138,2.572086,1769832
1967-07-10,11.998088,12.117591,11.998088,12.016013,2.578498,1640128
1967-07-17,12.016013,12.087715,11.830784,11.914436,2.556701,1506240
1967-07-24,11.914436,12.129541,11.663480,12.105641,2.597730,1334696
1967-07-31,12.117591,12.296845,12.093690,12.177342,2.613117,1669416
1967-08-07,12.177342,12.237094,11.759082,11.759082,2.523364,1083656
1967-08-14,11.759082,11.890535,11.675430,11.890535,2.552122,1397456
1967-08-21,11.890535,11.926386,11.603728,11.609704,2.491846,1167336
1967-08-28,11.609704,11.986138,11.597753,11.950287,2.564944,1062736
1967-09-04,11.950287,12.081740,11.926386,12.045889,2.585466,1196624
1967-09-11,12.075765,12.476099,12.075765,12.213193,2.621378,1928824
1967-09-18,12.260994,12.972036,12.249044,12.966061,2.782966,1999952
1967-09-25,13.145315,13.324570,12.954111,13.103489,2.812464,2058528
1967-10-02,13.097514,13.623327,12.930210,13.575526,2.913779,1573184
1967-10-09,13.587476,14.005736,13.503824,14.005736,3.006116,1443480
1967-10-16,14.005736,14.292543,13.718929,14.274618,3.063829,1569000
1967-10-23,14.274618,14.337357,13.981836,14.280593,3.065111,1723808
1967-10-30,14.280593,14.352294,13.766730,13.862333,2.975338,1945560
1967-11-06,13.862333,14.035612,13.563576,14.029637,3.016944,1824224
1967-11-13,14.029637,14.830306,13.910134,14.722753,3.165994,2857672
1967-11-20,14.597275,14.794455,14.340344,14.674952,3.155713,2535504
1967-11-27,14.674952,14.770554,14.579350,14.722753,3.165994,1727992
1967-12-04,14.818356,15.487572,14.818356,15.403920,3.312473,2213336
1967-12-11,15.403920,15.487572,15.200765,15.230641,3.275210,1313776
1967-12-18,15.117113,15.117113,14.663002,14.663002,3.153144,2008320
1967-12-25,14.663002,15.003585,14.663002,14.985660,3.222528,966504
1968-01-01,14.985660,14.991635,14.071463,14.173040,3.047782,2451824
1968-01-08,14.196941,14.830306,14.196941,14.722753,3.165994,2347224
1968-01-15,14.770554,14.961759,14.555449,14.842256,3.191692,1974848
1968-01-22,14.794455,14.961759,14.423996,14.782505,3.178842,2820016
1968-01-29,14.782505,14.818356,14.137189,14.244742,3.063202,2677760
1968-02-05,14.208891,14.208891,13.587476,13.647228,2.934711,3372304
1968-02-12,13.647228,14.161090,13.623327,13.790631,2.972032,3104528
1968-02-19,13.790631,14.340344,13.790631,14.095363,3.037705,1711256
1968-02-26,14.095363,14.256692,13.778681,13.790631,2.972032,1886984
1968-03-04,13.712954,14.101338,13.384321,13.850382,2.984907,4029192
1968-03-11,13.874283,14.268642,13.695029,14.080425,3.034486,3108712
1968-03-18,14.119264,14.316444,13.844407,13.993786,3.015813,2644288
1968-03-25,13.993786,14.651052,13.957935,14.639101,3.154886,2305384
1968-04-01,14.949809,15.487572,14.937859,15.057361,3.245025,5024984
1968-04-08,15.093212,15.523423,15.093212,15.511472,3.342891,2112920
1968-04-15,15.511472,15.532385,15.212715,15.212715,3.278507,1401640
1968-04-22,15.212715,15.846080,15.129063,15.750478,3.394401,2225888
1968-04-29,15.750478,16.766253,15.750478,16.443596,3.543774,2665208
1968-05-06,16.443596,16.503345,16.168737,16.198614,3.497510,2029240
1968-05-13,16.180689,16.180689,15.415870,15.535373,3.354307,2138024
1968-05-20,15.535373,15.989484,15.475621,15.750478,3.400753,2573160
1968-05-27,15.774379,17.065010,15.774379,17.065010,3.684578,3744680
1968-06-03,17.638622,17.925430,17.351816,17.686424,3.818750,3981076
1968-06-10,17.686424,17.770077,16.826004,17.005259,3.671678,2560608
1968-06-17,17.112810,17.196463,16.491396,17.124762,3.697477,2797004
1968-06-24,17.112810,17.232313,16.634798,16.909657,3.651036,1805396
1968-07-01,16.909657,17.112810,16.634798,17.112810,3.694900,1510424
1968-07-08,17.256214,17.447418,16.826004,16.957457,3.661353,2169404
1968-07-15,16.969406,17.232313,16.491396,16.491396,3.560726,2165220
1968-07-22,16.491396,16.575048,15.869981,15.869981,3.426553,2602448
1968-07-29,15.869981,16.443596,15.583174,16.061186,3.467837,2757256
1968-08-05,16.061186,16.300192,15.846080,16.013384,3.464182,1958112
1968-08-12,16.025335,16.479446,16.025335,16.276291,3.521060,1863972
1968-08-19,16.300192,16.563099,16.037285,16.168737,3.497792,1184072
1968-08-26,16.180689,16.276291,15.869981,16.013384,3.464182,1330512
1968-09-02,16.013384,16.324093,15.869981,16.276291,3.521060,1152692
1968-09-09,16.276291,16.300192,16.001434,16.132887,3.490031,1309592
1968-09-16,16.132887,16.132887,15.786329,15.822180,3.422823,1600380
1968-09-23,15.822180,16.108988,15.774379,15.881931,3.435744,2140116
1968-09-30,15.881931,16.013384,15.403920,15.822180,3.422823,2600356
1968-10-07,15.822180,15.917782,15.391969,15.535373,3.360775,3196576
1968-10-14,15.535373,15.630975,14.973709,15.630975,3.381454,4481064
1968-10-21,15.630975,15.750478,15.081262,15.141013,3.275461,2681944
1968-10-28,15.141013,15.141013,14.555449,14.770554,3.195319,6884772
1968-11-04,14.770554,15.152964,14.698853,15.081262,3.262536,3623344
1968-11-11,15.152964,15.642925,15.152964,15.630975,3.381454,2292832
1968-11-18,15.630975,15.672801,15.224665,15.666826,3.389210,2104552
1968-11-25,15.666826,16.001434,15.595124,15.953633,3.451256,2271912
1968-12-02,15.953633,16.001434,15.535373,15.583174,3.371114,1943468
1968-12-09,15.583174,15.726577,15.129063,15.129063,3.272877,1535528
1968-12-16,15.129063,15.750478,15.069312,15.391969,3.329750,1868156
1968-12-23,15.385994,15.487572,15.057361,15.248566,3.298729,1361892
1968-12-30,15.200765,15.200765,14.782505,14.913958,3.226342,3211220
1969-01-06,14.698853,14.866157,14.352294,14.615201,3.161713,4106596
1969-01-13,14.519598,14.961759,14.292543,14.698853,3.179808,3723760
1969-01-20,14.340344,14.519598,14.101338,14.328394,3.099666,4075216
1969-01-27,14.328394,14.364245,14.113289,14.161090,3.063475,2983192
1969-02-03,14.161090,14.292543,14.077438,14.244742,3.081572,2725876
1969-02-10,14.352294,14.842256,14.352294,14.758604,3.201364,2150576
1969-02-17,14.651052,14.651052,14.053537,14.125239,3.063979,2412076
1969-02-24,14.125239,14.316444,14.017686,14.023662,3.041945,2663116
1969-03-03,14.023662,14.459847,13.945985,14.328394,3.108045,1895352
1969-03-10,14.328394,14.710803,14.029637,14.137189,3.066571,2106644
1969-03-17,14.137189,14.615201,14.077438,14.603250,3.167667,2006228
1969-03-24,14.603250,15.081262,14.591300,15.009560,3.255803,1949744
1969-03-31,15.009560,15.105163,14.722753,14.854207,3.222102,962320
1969-04-07,14.770554,15.033461,14.591300,14.925908,3.237657,1631760
1969-04-14,14.913958,14.913958,14.651052,14.734704,3.196179,1399548
1969-04-21,14.734704,15.200765,14.591300,15.188815,3.294685,2045976
1969-04-28,15.200765,15.786329,15.200765,15.607075,3.385410,3173564
1969-05-05,15.619025,15.893881,15.583174,15.630975,3.398949,1809580
1969-05-12,15.630975,16.007408,15.541348,15.798279,3.435328,1688244
1969-05-19,15.726577,15.726577,15.272467,15.630975,3.398949,1868156
1969-05-26,15.630975,15.738528,15.212715,15.248566,3.315796,1092024
